Session_ID,Date,Course,Instructor,Modality,Day,Start_Time,End_Time,Branch,Capacity,Students_Enrolled,Attendance_Rate,Cancelations,Price_USD,Revenue_USD
1237,2024-05-15,Tango,Carla,Presencial,Wednesday,12:00,13:30,Norte,25,22,0.94,1,12,247.99
1238,2024-05-15,Bachata,Lucía,Presencial,Wednesday,18:00,19:30,Sur,25,19,0.89,2,10,170.02
1239,2024-05-16,Bachata,Lucía,Virtual,Thursday,20:00,21:30,Norte,30,27,0.87,3,10,234.19
1240,2024-05-17,Hip-Hop,Diego,Virtual,Friday,12:00,13:30,Sur,30,23,0.87,3,9,180.78
1241,2024-05-17,Bachata,Lucía,Virtual,Friday,12:00,13:30,Centro,30,26,0.95,1,10,246.68
1242,2024-05-18,Tango,Carla,Presencial,Saturday,17:00,18:30,Norte,25,18,0.81,3,12,174.53
1243,2024-05-18,Hip-Hop,Diego,Presencial,Saturday,12:00,13:30,Centro,25,20,0.9,1,9,162.87
1244,2024-05-20,Tango,Carla,Presencial,Monday,19:00,20:30,Centro,25,22,0.96,1,12,252.57
1245,2024-05-21,Bachata,Lucía,Presencial,Tuesday,12:00,13:30,Centro,25,20,0.88,2,10,175.8
1246,2024-05-21,Hip-Hop,Diego,Presencial,Tuesday,19:00,20:30,Sur,25,24,1.0,0,9,216.0
1247,2024-05-21,Tango,Carla,Virtual,Tuesday,20:00,21:30,Centro,30,21,0.9,2,12,226.7
1248,2024-05-22,Hip-Hop,Diego,Presencial,Wednesday,18:00,19:30,Centro,25,21,0.87,2,9,164.9
1249,2024-05-22,Contemporáneo,Valeria,Presencial,Wednesday,12:00,13:30,Norte,25,21,0.95,1,9,179.47
1250,2024-05-22,Tango,Carla,Virtual,Wednesday,20:00,21:30,Centro,30,20,0.8,3,12,192.16
1251,2024-05-23,Bachata,Lucía,Presencial,Thursday,19:00,20:30,Norte,25,25,0.89,2,10,222.78
1252,2024-05-23,Salsa,Marcos,Presencial,Thursday,12:00,13:30,Norte,25,22,0.95,1,10,208.48
1253,2024-05-24,Contemporáneo,Valeria,Presencial,Friday,19:00,20:30,Sur,25,23,0.91,2,9,187.78
1254,2024-05-25,Salsa,Marcos,Presencial,Saturday,12:00,13:30,Sur,25,21,1.0,0,10,210.0
1255,2024-05-27,Tango,Carla,Presencial,Monday,18:00,19:30,Centro,25,17,0.92,1,12,188.65
1256,2024-05-27,Bachata,Lucía,Virtual,Monday,18:00,19:30,Norte,30,25,0.84,3,10,210.22
1257,2024-05-28,Salsa,Marcos,Virtual,Tuesday,17:00,18:30,Centro,30,24,0.94,1,10,226.24
1258,2024-05-29,Bachata,Lucía,Presencial,Wednesday,12:00,13:30,Norte,25,17,0.89,1,10,151.88
1259,2024-05-29,Hip-Hop,Diego,Presencial,Wednesday,17:00,18:30,Norte,25,19,1.0,0,9,171.0
1260,2024-05-30,Hip-Hop,Diego,Virtual,Thursday,12:00,13:30,Centro,30,26,1.0,0,9,234.0
1261,2024-05-30,Contemporáneo,Valeria,Presencial,Thursday,18:00,19:30,Centro,25,18,0.84,2,9,136.8
1262,2024-05-31,Hip-Hop,Diego,Presencial,Friday,20:00,21:30,Sur,25,22,0.96,1,9,189.1
1263,2024-05-31,Contemporáneo,Valeria,Virtual,Friday,18:00,19:30,Norte,30,21,0.9,2,9,169.85
1264,2024-06-01,Bachata,Lucía,Virtual,Saturday,13:30,15:00,Centro,30,30,0.9,2,10,270.29
1265,2024-06-01,Salsa,Marcos,Presencial,Saturday,12:00,13:30,Centro,25,22,0.95,1,10,209.32
1266,2024-06-01,Hip-Hop,Diego,Presencial,Saturday,12:00,13:30,Sur,25,22,0.98,0,9,194.4
1267,2024-06-03,Contemporáneo,Valeria,Presencial,Monday,12:00,13:30,Sur,25,18,0.86,2,9,140.0
1268,2024-06-03,Hip-Hop,Diego,Presencial,Monday,18:00,19:30,Centro,25,22,0.98,0,9,194.31
1269,2024-06-03,Salsa,Marcos,Virtual,Monday,17:00,18:30,Norte,30,25,0.91,2,10,228.09
1270,2024-06-04,Hip-Hop,Diego,Presencial,Tuesday,18:00,19:30,Sur,25,20,0.85,2,9,153.62
1271,2024-06-05,Hip-Hop,Diego,Presencial,Wednesday,20:00,21:30,Norte,25,19,0.81,3,9,138.91
1272,2024-06-05,Tango,Carla,Virtual,Wednesday,12:00,13:30,Centro,30,22,0.88,2,12,232.3
1273,2024-06-06,Contemporáneo,Valeria,Presencial,Thursday,20:00,21:30,Sur,25,20,0.94,1,9,168.9
1274,2024-06-06,Hip-Hop,Diego,Virtual,Thursday,18:00,19:30,Centro,30,23,0.97,0,9,200.71
1275,2024-06-06,Tango,Carla,Presencial,Thursday,20:00,21:30,Norte,25,16,0.95,1,12,181.57
1276,2024-06-07,Hip-Hop,Diego,Presencial,Friday,19:00,20:30,Centro,25,25,0.9,2,9,203.62
1277,2024-06-07,Tango,Carla,Presencial,Friday,12:00,13:30,Centro,25,18,0.86,2,12,186.78
1278,2024-06-07,Salsa,Marcos,Presencial,Friday,20:00,21:30,Centro,25,25,0.92,1,10,230.67
1279,2024-06-08,Bachata,Lucía,Presencial,Saturday,13:30,15:00,Norte,25,24,0.84,3,10,201.68
1280,2024-06-08,Tango,Carla,Virtual,Saturday,12:00,13:30,Sur,30,23,0.95,1,12,263.45
1281,2024-06-10,Tango,Carla,Virtual,Monday,18:00,19:30,Centro,30,20,0.86,2,12,207.57
1282,2024-06-11,Tango,Carla,Virtual,Tuesday,19:00,20:30,Norte,30,23,0.94,1,12,259.31
1283,2024-06-11,Contemporáneo,Valeria,Presencial,Tuesday,12:00,13:30,Centro,25,18,0.87,2,9,140.87
1284,2024-06-12,Salsa,Marcos,Presencial,Wednesday,18:00,19:30,Sur,25,25,0.9,2,10,226.04
1285,2024-06-13,Bachata,Lucía,Presencial,Thursday,18:00,19:30,Sur,25,20,0.88,2,10,175.85
1286,2024-06-14,Hip-Hop,Diego,Presencial,Friday,18:00,19:30,Centro,25,21,0.92,1,9,173.59
1287,2024-06-15,Bachata,Lucía,Presencial,Saturday,13:30,15:00,Norte,25,20,0.88,2,10,175.6
1288,2024-06-15,Salsa,Marcos,Presencial,Saturday,13:30,15:00,Sur,25,21,0.84,3,10,176.26
1289,2024-06-15,Contemporáneo,Valeria,Virtual,Saturday,17:00,18:30,Centro,30,29,0.82,4,9,215.05
1290,2024-06-17,Hip-Hop,Diego,Presencial,Monday,18:00,19:30,Norte,25,21,0.97,1,9,182.59
1291,2024-06-17,Contemporáneo,Valeria,Virtual,Monday,20:00,21:30,Norte,30,27,0.96,1,9,232.81
1292,2024-06-17,Salsa,Marcos,Presencial,Monday,20:00,21:30,Centro,25,22,1.0,0,10,220.0
1293,2024-06-18,Contemporáneo,Valeria,Virtual,Tuesday,17:00,18:30,Centro,30,22,0.94,1,9,187.1
1294,2024-06-19,Contemporáneo,Valeria,Virtual,Wednesday,17:00,18:30,Norte,30,23,0.86,2,9,177.65
1295,2024-06-19,Hip-Hop,Diego,Virtual,Wednesday,19:00,20:30,Centro,30,27,0.88,3,9,214.36
1296,2024-06-19,Bachata,Lucía,Presencial,Wednesday,19:00,20:30,Norte,25,22,0.83,3,10,183.42
1297,2024-06-20,Hip-Hop,Diego,Presencial,Thursday,12:00,13:30,Sur,25,25,1.0,0,9,225.0
1298,2024-06-20,Contemporáneo,Valeria,Virtual,Thursday,12:00,13:30,Centro,30,23,0.84,4,9,173.47
1299,2024-06-21,Contemporáneo,Valeria,Presencial,Friday,20:00,21:30,Centro,25,25,0.82,4,9,185.59
1300,2024-06-21,Bachata,Lucía,Presencial,Friday,18:00,19:30,Centro,25,24,0.87,3,10,209.23
1301,2024-06-22,Tango,Carla,Virtual,Saturday,12:00,13:30,Sur,30,26,0.84,3,12,261.87
1302,2024-06-22,Hip-Hop,Diego,Virtual,Saturday,13:30,15:00,Norte,30,29,0.98,0,9,255.43
1303,2024-06-22,Bachata,Lucía,Virtual,Saturday,13:30,15:00,Sur,30,26,0.88,3,10,227.68
1304,2024-06-24,Hip-Hop,Diego,Presencial,Monday,18:00,19:30,Norte,25,23,0.96,1,9,197.93
1305,2024-06-25,Hip-Hop,Diego,Presencial,Tuesday,12:00,13:30,Norte,25,25,0.95,1,9,214.01
1306,2024-06-25,Bachata,Lucía,Virtual,Tuesday,12:00,13:30,Centro,30,24,0.82,3,10,196.51
1307,2024-06-26,Salsa,Marcos,Virtual,Wednesday,12:00,13:30,Centro,30,25,0.88,3,10,219.37
1308,2024-06-26,Hip-Hop,Diego,Presencial,Wednesday,12:00,13:30,Centro,25,23,0.99,0,9,205.41
1309,2024-06-27,Salsa,Marcos,Presencial,Thursday,20:00,21:30,Centro,25,18,0.86,2,10,155.64
1310,2024-06-27,Contemporáneo,Valeria,Virtual,Thursday,18:00,19:30,Norte,30,28,0.86,4,9,216.72
1311,2024-06-27,Tango,Carla,Presencial,Thursday,20:00,21:30,Norte,25,23,0.84,2,12,232.52
1312,2024-06-28,Bachata,Lucía,Virtual,Friday,19:00,20:30,Norte,30,27,0.84,3,10,226.32
1313,2024-06-28,Salsa,Marcos,Presencial,Friday,20:00,21:30,Norte,25,25,1.0,0,10,250.0
1314,2024-06-29,Tango,Carla,Virtual,Saturday,13:30,15:00,Centro,30,26,0.85,3,12,265.96
1315,2024-06-29,Bachata,Lucía,Presencial,Saturday,13:30,15:00,Sur,25,25,0.85,3,10,211.88
