uuid_interaction,transaction_ts,items,amount
86114602-77f6-5c97-98cb-511b3f1ed2ed,2025-05-29 01:25:36.034402,9,3054
043af34c-14b8-5786-910d-c6dc5b963e69,2025-06-02 05:54:35.034402,5,1816
0225bf50-e2fd-56c9-8156-23609de3b0e1,2025-06-16 18:59:24.034402,3,247
6c3ae6d2-d94f-5798-9fee-0d7fcf5b8a2f,2025-05-17 22:22:59.034402,10,2190
565eb412-1b7c-58a9-bce8-c9c0d68a5f6d,2025-06-06 09:06:31.034402,13,1434
2dcad979-e4c2-50cc-bed5-93299a0dfe44,2025-06-14 10:03:44.034402,11,760
87941180-3861-5500-8bde-f529b588feb2,2025-05-21 23:13:57.034402,4,1096
29d068f0-3d4c-5172-af58-65137136da22,2025-05-29 21:27:03.034402,1,49
4b89e868-a47f-53f2-be0a-10950777e349,2025-06-11 05:12:32.034402,18,1679
01844f67-e2fc-5efa-8899-6b86b657d34f,2025-06-08 13:23:30.034402,12,4188
99aff199-a26e-5f40-a0f1-5f0d262ba340,2025-05-17 12:14:19.034402,13,2971
57f66702-2744-542a-b9da-db378c84a229,2025-06-02 19:08:27.034402,10,1795
a46c5d42-2cd5-56aa-afce-ec316172c71b,2025-05-10 01:22:45.034402,10,3390
7e69b2a7-dfde-5a5a-b197-30cd58e19a98,2025-05-20 02:04:03.034402,13,1292
3d9b0f2f-7b76-533d-888c-d90ed3599194,2025-05-30 02:43:39.034402,5,295
285b18a0-a037-591c-9f8c-b9a2ca4a6585,2025-06-14 19:10:10.034402,14,1912
61dc717a-32f6-5cf5-a938-ef07d600d78f,2025-06-10 16:48:00.034402,2,548
8e589148-8d58-5253-9caa-8a2b6a775736,2025-06-02 11:45:51.034402,11,3081
a2894db1-8808-5a8a-a50a-6da9eef1e06a,2025-06-21 03:43:08.034402,10,490
7cf3a39d-d8ec-5123-9c4f-d88361a84db8,2025-05-30 06:33:50.034402,11,1689
75d6f1a3-6460-549a-8873-c8313e1f79cc,2025-06-15 19:50:23.034402,15,2540
c51a744d-8606-5116-8c95-ae15a09157b7,2025-05-17 21:33:02.034402,11,4089
0b44e491-6122-556c-bb7b-4a736a018a6a,2025-06-18 02:17:47.034402,15,1532
c8da3c4b-587e-5938-a21a-983b626340a7,2025-06-11 20:44:11.034402,14,4470
9aa2a1e6-039c-5a87-8cc6-00c8029c7643,2025-06-07 02:49:12.034402,12,1643
f448554d-2896-5029-9be0-269451851db1,2025-05-24 02:45:03.034402,1,99
4fb8cc9a-6179-5764-8990-f272600c8545,2025-05-27 13:58:41.034402,10,358
9b7ae70f-f801-502e-9a1e-ec16ae65609e,2025-06-01 23:09:28.034402,3,897
e6a91fc9-b122-5a0b-bf4c-ec0afe3e718d,2025-05-27 01:06:26.034402,10,2190
5a97d1ae-a344-542a-bb0d-ee5c3b361707,2025-05-26 17:22:40.034402,3,897
a5dda952-56ad-5648-9713-6deadd575970,2025-06-10 20:13:56.034402,6,1236
87f0b61a-0457-572e-85d3-e7d944c0dd45,2025-05-14 02:34:32.034402,10,1874
44a26e77-f1b6-5582-9021-f062850f8e68,2025-06-19 15:11:37.034402,22,2733
3e173b76-95cf-5856-a6a0-c24fbf39f5aa,2025-05-12 17:14:39.034402,5,2095
43b81a9d-8dae-58cd-8aec-ad15b9da7c4e,2025-05-12 12:07:16.034402,3,60
f9c7f290-8573-5879-aacb-ed79030c22e4,2025-05-29 11:10:33.034402,10,1153
e53ed105-ef0f-526d-94a9-c3ffce819c32,2025-06-12 19:13:03.034402,18,1400
40f9695f-5af3-537f-8d57-9e6bb217973e,2025-05-21 09:45:42.034402,7,1243
869c17a3-b651-5723-b76d-1c616da37b7e,2025-05-27 20:28:47.034402,20,6785
f346ebfe-b574-542b-a7c0-dbaa5781656d,2025-06-07 13:30:02.034402,6,1794
9083a29d-ab2e-562a-a13f-3345248fdc63,2025-06-05 06:38:54.034402,6,1344
1c7b4898-e7ca-5c3c-a8da-ac89c3c95557,2025-05-13 10:39:10.034402,10,403
f9afef25-4353-5d3b-8bf3-eea8d36f9907,2025-06-04 17:46:48.034402,14,1491
5db3c633-8130-597b-a673-4e11fee6499d,2025-06-19 06:21:58.034402,6,1994
34ab22b4-366d-588e-a535-671481496c70,2025-05-30 03:45:24.034402,1,20
0300eb7f-be81-5b17-9cf0-b75482d3121f,2025-05-12 10:29:56.034402,20,1880
603048bd-2725-5f78-b157-b24ac5658333,2025-05-13 00:45:05.034402,8,334
dfccc504-3b2f-5ab0-a5a7-fc5ca6aca7bf,2025-06-01 14:44:56.034402,5,187
13e5891f-91b6-57cd-a3cb-5ab4c72711c7,2025-05-27 16:38:07.034402,12,3909
a21b5c66-aa61-557a-8bf8-a8d717b8f4dd,2025-05-13 18:59:22.034402,9,425
38a89a8a-e3b1-5d4a-a9af-39e95a105069,2025-05-26 16:38:19.034402,14,733
a4957f80-0e9f-5ac8-8f35-05bcf830a266,2025-06-13 14:14:28.034402,12,1488
df07fa5d-38c3-5439-848d-0a7ded414b0a,2025-05-22 01:07:45.034402,6,715
00a4695a-0aa5-57d1-b088-61f17162a5de,2025-06-01 00:42:24.034402,12,2230
b9ddfa91-3a13-5181-937b-d51640f3a929,2025-06-19 12:59:48.034402,9,1762
8abfd3bc-5f15-51ce-8758-f5df7c906ceb,2025-05-09 20:21:23.034402,6,236
ee1d90ee-fa60-57d2-8761-f49645e1e106,2025-05-19 14:56:23.034402,7,2493
3c155f7d-abdc-5ea9-85fe-085e4a383090,2025-05-26 08:41:18.034402,13,4687
0d176477-abed-5e02-b0b3-11e59b2a1ecb,2025-06-01 00:33:53.034402,2,598
14845e5c-152c-5dbf-98ff-400768e8c24c,2025-06-08 21:47:04.034402,10,1074
6b7d5db4-5056-5e0c-b2c4-99d7c8fff614,2025-06-08 17:42:44.034402,15,1624
fb10bd11-217f-509f-ab15-dfc258f4db26,2025-06-15 06:38:15.034402,11,2289
70093144-769d-51ab-901a-99f53aba4c0c,2025-06-12 12:00:34.034402,8,755
a4a4c16f-cdbb-59a6-ae6b-a26793e3409c,2025-05-18 07:23:04.034402,19,3281
10956bbd-7dec-5038-b119-e707b49ab388,2025-05-27 22:02:40.034402,18,4087
5a23fbdc-5bba-5fb0-afbc-ae7764ed42ed,2025-06-07 14:52:47.034402,13,800
6ad8ff1b-0ce5-5e5f-be8e-350468482cc3,2025-05-13 15:13:55.034402,16,3034
ee70e8cc-9a9b-57e3-b524-3c9089d64fe9,2025-05-17 09:36:52.034402,2,40
8ec4439b-f784-5cab-9140-c1a139ee736e,2025-06-06 13:19:12.034402,9,1091
837dfeb0-2d14-5719-bbeb-358ce1f7c5e4,2025-05-14 14:13:36.034402,5,100
a25269a4-1d04-5144-9148-3fb837d8b300,2025-06-11 15:57:12.034402,2,998
84ccd4e6-a2f4-5c5e-b291-3b9b89059ba4,2025-06-08 20:43:41.034402,18,3987
154d4e94-fc2f-5e1e-8c2d-027507656524,2025-05-29 17:56:14.034402,11,736
f46fd916-c21e-500b-b0d0-97499a4156cf,2025-06-05 15:51:08.034402,15,4835
7c8f83a0-d42d-57fb-bc9b-67a223255864,2025-06-15 02:32:49.034402,6,1915
55c75219-99af-516d-9293-18ffeb0927f0,2025-06-21 04:50:36.034402,10,2990
8730f4a3-49fc-5230-9e1c-61bf27e40264,2025-05-15 07:05:08.034402,5,245
b8554478-bbd4-53e4-a89b-5ada17c2fa3b,2025-05-14 11:02:05.034402,10,990
079ef38e-3ea8-563a-9a30-65502344d92e,2025-05-22 11:26:07.034402,14,2236
fe2d64bd-89fa-5ad2-9a69-779bdff60e95,2025-05-21 20:52:09.034402,7,493
4b89385b-ae67-592e-8634-c73317fdae1b,2025-05-31 05:36:54.034402,16,3660
62f4a674-d8e5-509c-b304-649453dda2c3,2025-06-08 09:49:31.034402,16,5184
58377fac-aaa1-5a2d-b261-53963b3de565,2025-06-13 06:02:15.034402,16,1202
8ce437bf-bd77-5bf2-8eef-7f78f58cd93f,2025-05-23 16:16:00.034402,14,2570
6b86915b-3cfa-5813-89d7-85e482d23cc3,2025-05-30 06:53:46.034402,6,1515
abc3c3e7-0832-5b7a-8d6f-63d533e51443,2025-05-31 19:11:49.034402,7,2443
01ec29aa-791d-5e45-b7e2-3823502fee4b,2025-06-13 18:20:57.034402,10,1740
fde6740a-8d6f-503e-8a24-be97dcc854a6,2025-05-24 03:30:01.034402,12,793
b03b7656-f468-5128-8fa1-9504105711b5,2025-05-23 05:23:48.034402,7,3093
361f0823-69e8-5b81-992c-917728f8ba05,2025-06-08 23:37:57.034402,2,98
8bb8f0e0-8804-5a8a-8de9-ed68e5b98f8c,2025-06-20 05:43:31.034402,10,3990
ce336f08-d16a-5752-ae34-c90473eed935,2025-06-01 16:04:02.034402,15,2253
b73f7c44-fd46-5248-92eb-0197a7e65387,2025-06-07 20:01:39.034402,5,245
4a6af81d-f0d6-5e4c-bb8d-ec4fa8ceb93d,2025-06-20 20:12:06.034402,1,20
27c95571-af87-5e54-847e-49e268e64273,2025-05-15 01:57:03.034402,18,3666
4061cf60-c3ea-5bc5-925f-b6a4f8665222,2025-05-14 13:08:57.034402,4,396
2cde8f2f-0760-5ecd-8947-f6f0cb7baa5d,2025-05-22 18:11:22.034402,9,817
bd90d71f-1cf5-511e-a307-deb5792a02da,2025-06-03 10:06:21.034402,10,874
ac3fd318-8124-58cb-84d0-661596d0a203,2025-05-09 18:02:14.034402,6,1194
63c5e982-89ba-5e20-ab79-7184546715ac,2025-06-16 22:28:30.034402,19,3736
b06af1cf-da53-5172-a393-af1f174db6a9,2025-05-25 07:51:52.034402,9,1491
0540415c-23ab-5161-9e78-a0cb5f7d41b5,2025-05-26 01:59:25.034402,1,499
80e9a8ea-6823-59c5-a8e7-59b67392c884,2025-05-30 20:02:20.034402,10,1711
94b1d676-8d4d-5eeb-a85f-a265a0ecdb58,2025-06-06 22:40:00.034402,15,2606
6cbc6cbd-8d13-508f-930c-39825f4d9b55,2025-06-12 11:01:24.034402,7,1656
6e2c361f-b3e7-5a74-a314-3ec0f081689d,2025-05-30 03:47:51.034402,13,2371
09687425-be0c-5402-907c-341f046ef89b,2025-06-04 19:39:40.034402,16,2218
2d9f6f18-1fe6-582f-a84e-743dc3712ddb,2025-05-18 20:29:02.034402,18,6903
24768738-61b3-5746-ab17-f925b2068d0a,2025-06-03 01:27:15.034402,10,3540
2047c36d-ee49-57b7-ae9f-06469744694f,2025-06-12 15:39:43.034402,8,1392
c022b5ef-a7c0-585b-970e-56375731cbad,2025-05-23 06:29:50.034402,3,60
41504036-efaa-5785-aa9b-284bd77e9832,2025-05-31 11:45:20.034402,17,5483
1c4858bc-1fc1-5071-afde-1216029f78de,2025-06-03 04:31:03.034402,15,3285
f72ad877-8e78-50ff-9077-8f922f260162,2025-06-17 15:41:39.034402,14,2136
9cad4fe2-fbb9-5b01-8dc7-c84e31fadee9,2025-05-21 09:08:23.034402,13,1971
ef83fc5a-cd27-5008-a771-a99d18ba2c64,2025-05-28 04:09:44.034402,15,1416
80adf755-b535-5669-8168-e5f4d5136e36,2025-05-21 03:36:17.034402,14,4286
4b75d337-d131-56c7-b3b1-127790d261c4,2025-05-28 03:38:42.034402,18,4266
04624983-a77d-5080-8541-536bf2216bbd,2025-06-01 05:28:13.034402,17,1735
27976b0c-3374-52e4-94ca-d0bdcc84928c,2025-05-28 12:03:57.034402,17,3883
34825081-dcbc-5a22-8939-a209ce9359f6,2025-06-05 18:55:05.034402,1,499
b4b04c6d-2d19-5399-863e-0e761b9f99e2,2025-06-01 09:10:40.034402,12,3888
19c8f74e-0011-57a4-8780-8432fb209485,2025-05-15 22:22:33.034402,8,505
4f2e1dbc-ad96-5dc7-9b34-3451d2f02c28,2025-05-30 20:36:16.034402,15,932
a028d27c-629f-5edb-9f5e-962e3711941f,2025-06-19 17:59:49.034402,4,1196
e7a841f2-5e2a-5267-b520-474d3cb46967,2025-05-30 20:06:12.034402,10,3132
0ddeb776-c72d-5db5-b758-d72d4f51ce39,2025-06-11 20:51:10.034402,14,4886
6342f179-eba2-5ce1-b4fa-f08b6972f0e6,2025-05-18 13:12:36.034402,7,1093
28058f37-341c-59b8-8c39-3d627cd778ce,2025-06-02 21:00:10.034402,5,495
3923621f-ec92-5e5c-830c-6b098bcbb94e,2025-05-19 06:53:18.034402,11,894
a585ffb2-98fb-5576-bc8c-b38e059c9057,2025-05-14 10:23:16.034402,6,1994
2bd789b9-e842-5016-8708-8ec61b15d8a6,2025-06-05 21:09:22.034402,7,1493
4ac082e6-528c-5bc4-b684-6c0ffc933c1c,2025-05-18 03:18:02.034402,14,4586
86719982-2495-5015-8587-7617baf12579,2025-05-17 13:09:00.034402,11,3489
44117e9d-5fe0-500c-a626-48b8867accef,2025-05-28 15:16:54.034402,4,1096
744d4c06-7712-5998-9c2c-ae548039117c,2025-05-17 22:09:12.034402,4,196
7b1e5156-7aa5-5a11-8aad-93d6bda72b81,2025-05-31 12:33:26.034402,9,3841
9c96ba1a-3f9c-59c4-af99-898266a554b9,2025-06-13 00:57:58.034402,11,1689
fc7de90d-5995-5960-87fd-ac2dbb92c2e0,2025-05-24 08:17:13.034402,11,249
88d2f795-b62d-5f57-9e3d-80367550339f,2025-05-30 20:16:58.034402,18,2429
873512a4-461f-5c2d-bacb-7a3f3b087103,2025-06-10 12:47:11.034402,7,364
de69b417-8aec-5e3d-84fe-6ed44377b196,2025-06-14 14:17:18.034402,17,2109
4ff84197-be94-5a5a-9980-1d9483bfabe8,2025-06-16 05:29:57.034402,13,2037
6364f4e1-1598-5274-b221-24e2eadca2f0,2025-05-22 22:45:35.034402,15,3285
144828f7-1f81-5f72-b535-f75a921e6190,2025-06-03 07:43:34.034402,1,499
9a7f6ef0-6527-59fc-b48b-c9d3d8a9490f,2025-06-02 19:47:04.034402,1,99
5f31fb2c-aa32-51b0-ba6f-103412fa189c,2025-06-14 01:10:55.034402,4,359
06809f84-02ba-52d9-95d8-2b69ae7b069f,2025-05-29 18:05:38.034402,8,592
e8028870-0e43-5b93-b737-3d180a35435b,2025-06-02 18:53:49.034402,7,1635
ed5aab1a-8624-56f0-80f7-e29eb284bd53,2025-05-20 12:44:44.034402,4,1996
630e1154-cc9a-555b-9b03-055064cb63c0,2025-05-27 09:02:38.034402,7,2143
e5085fa2-157a-5079-be3c-d9ae868adca6,2025-06-09 00:21:35.034402,6,2594
d4dc721c-f20f-57da-b518-0f66597f2a5b,2025-05-16 08:32:10.034402,2,40
6f939f19-60e7-5cb6-92fb-17cfc936f350,2025-05-23 02:41:54.034402,9,238
7ee1df48-a2a9-5df3-9da7-614e21951245,2025-06-10 06:09:03.034402,5,2495
25f0115b-707d-54e3-b55d-843bd8b3cf66,2025-05-20 19:39:34.034402,3,147
635157ec-9aa4-5251-b883-36d38c682d8b,2025-05-26 18:51:43.034402,16,2910
0f28d09a-3d03-56b9-8df9-8364e5775a5e,2025-05-17 13:54:28.034402,10,3990
8a6e53f4-2279-5f0a-9929-e84d1e6ab225,2025-05-29 23:46:48.034402,5,895
8bc77439-85fe-5aab-bd45-f3582fe7e4a5,2025-06-04 10:19:12.034402,5,245
ed4b34ab-e971-5564-9c98-0cd979e68ca9,2025-06-18 00:46:20.034402,15,2974
2bcfd70a-d6d8-57fc-8c44-5551b18c91d9,2025-05-21 15:27:26.034402,7,2593
c118d399-1a44-5b28-85bc-8215aa7e4864,2025-05-16 18:47:13.034402,18,2679
b3d4d9d8-ca5b-5ac5-9994-6c09e51a5dca,2025-05-31 17:50:47.034402,6,199
e64bf8bb-73a8-546b-bb8e-26e489bafa7a,2025-05-18 17:59:57.034402,11,1123
35946fb6-f1a2-5ec4-9e12-e3c57b08d097,2025-05-20 12:39:02.034402,6,1794
de15c5a9-1ade-5628-ae67-ecfaf864cda9,2025-06-11 22:58:53.034402,13,4008
98cf5d2c-b125-57da-91f6-ab8c3aa66edd,2025-06-13 03:34:55.034402,4,559
456a2380-92c5-5318-8152-fa26a0800892,2025-05-09 16:19:16.034402,8,2992
cedb5f4b-d8be-5432-a39a-239d685025af,2025-05-22 22:50:43.034402,16,2989
8d898e82-ea9d-571a-bed3-6b7000b4a346,2025-05-26 00:30:39.034402,1,49
56939aaf-5531-5235-9984-a578ded61c74,2025-05-31 02:45:18.034402,5,100
32e82bf8-8d40-5226-a307-5e16cd07c6da,2025-05-17 03:20:26.034402,18,2650
56f976b7-f514-5b26-989a-381f5efba41d,2025-05-20 04:15:54.034402,6,1244
7125e793-f9c4-5c2d-a094-a7299f900a07,2025-06-05 09:24:57.034402,6,957
15203677-0635-55a0-9296-f29ab4a2081d,2025-06-22 15:43:35.034402,8,668
da33f14f-5b12-5ff3-a3a2-34ae0ffd0a5e,2025-06-17 00:32:27.034402,8,397
62e88861-15b9-5e36-9a34-1778f212fa1c,2025-05-30 10:32:05.034402,13,1008
e2d531bb-5824-511b-925d-ab86a5441da7,2025-06-03 23:08:58.034402,7,2093
dc272dd7-5934-5d6a-8cd9-4b568aec8425,2025-05-24 04:04:34.034402,1,99
397de9ff-b838-5d78-876d-070a4bd36a5c,2025-05-26 09:19:30.034402,4,1517
ab5b7fd8-b7c6-5da8-87b0-f0f58b9a6150,2025-05-18 19:03:25.034402,5,1058
cdbcd297-15dc-5c15-9539-ccc0ab03937a,2025-05-22 16:08:11.034402,6,657
31f4fc69-0f91-5544-acb2-34af4197c6a2,2025-05-20 12:41:28.034402,9,933
60911509-2a98-56ac-b95a-3b224788fc97,2025-05-08 07:34:01.034402,17,2933
c4346d4d-4674-5058-baec-a0323966779f,2025-05-20 11:18:13.034402,10,490
deeba5a8-d7d0-5a5f-9f86-289aa24a0d6c,2025-06-13 19:53:13.034402,11,1739
025e6553-903d-5c8a-873c-086536a11d9b,2025-06-01 14:09:57.034402,3,60
a798b3df-baf6-5876-b03f-c347c3a5e4d2,2025-05-19 20:26:15.034402,8,484
22e32b72-1e31-5cc6-9c84-fc2982129d4a,2025-06-24 08:00:15.034402,6,1244
e035ad03-447c-5f4c-8f6b-dccae2b3ae9a,2025-05-19 09:58:15.034402,16,1831
80e36c35-31e7-5abc-9ebf-9ce892701ca9,2025-06-22 18:38:07.034402,9,417
dc84a7cd-64a1-5724-89e0-8417129cedec,2025-05-24 11:00:48.034402,14,3386
eb8c1e48-e6ae-5903-ac5f-2f47881ee546,2025-05-29 18:41:20.034402,6,1044
4f65d2ca-6bef-5a18-8bb9-0cc9462e5308,2025-06-15 16:07:02.034402,15,1374
6abc2d19-afd7-5904-9a11-bca9341ad6f2,2025-06-07 09:40:24.034402,6,2994
cf65bc9e-7366-5ea1-ac2a-6f147dfa33da,2025-05-28 18:08:59.034402,1,49
90ee995f-5194-5a34-a169-674e5a1b7543,2025-06-05 00:03:36.034402,4,80
e31645d2-5771-5cdc-8b98-107331d19965,2025-06-10 09:21:08.034402,8,2792
2656549c-c5db-5350-a08f-89c603d196f0,2025-06-16 10:51:15.034402,4,396
25902013-e1d1-5902-810a-48bca621cb64,2025-05-17 07:10:56.034402,11,1281
37ce4f71-6173-5a42-a05f-853c4a49a2a7,2025-05-26 13:02:04.034402,15,2369
e4a8b575-f3a5-5d31-87be-4a3d22ce3dfd,2025-06-14 17:37:44.034402,9,1454
1be29439-b1f7-5915-88a5-5d85a3292414,2025-06-13 21:46:14.034402,10,2740
61af92dc-ef76-5f9c-9535-a1519d419e92,2025-06-11 22:58:38.034402,2,40
48bf36f2-697b-59ec-b180-5c089cea7914,2025-06-19 09:55:14.034402,6,994
68ba524b-de30-596b-821f-a521b809d02d,2025-06-06 13:55:45.034402,14,3986
57c25496-7511-5bcf-a90c-53ecb057ae27,2025-05-10 11:57:13.034402,12,2788
f09f32cb-b624-57cc-b420-473f45bc27c2,2025-05-30 13:08:13.034402,15,1840
a017e04b-476f-5af5-8282-87f9d59c1d7d,2025-05-24 16:01:28.034402,17,4888
9a259256-5b22-5936-9806-41cb93d57240,2025-05-24 02:08:38.034402,15,3577
f98a5ee4-c453-5d2c-bcfd-230d61bc2aad,2025-05-15 23:08:00.034402,4,946
afd1a94c-e9d4-5998-b418-a9a6d028a413,2025-06-19 02:58:50.034402,4,1196
2dc6cabc-3281-5b48-b243-67c936b48b1b,2025-06-14 19:51:57.034402,10,1795
b01b600f-0fc0-551e-8e85-755b3ebb6857,2025-05-22 20:59:48.034402,7,898
6c546b15-9adb-5c66-8e17-66ca08c7502f,2025-05-30 11:14:19.034402,6,2594
a1887c3c-d734-5705-a818-64a49532c2f6,2025-05-13 21:29:25.034402,12,3738
4770c47a-0a7a-5a82-b0d5-074f31567eef,2025-05-17 09:10:31.034402,5,895
60c0614c-f0b3-5087-b453-85212d7b0474,2025-06-16 16:34:56.034402,4,396
9071c652-925a-5ba1-91f7-2a7003992277,2025-06-14 05:36:53.034402,2,548
085efe6c-81e0-56ed-a319-6b6884047cd4,2025-06-20 22:50:49.034402,7,1377
477acc92-12df-5116-b4c4-8c177db673c4,2025-05-14 07:30:37.034402,17,1025
548efff5-80ef-5dcd-9c73-83b61fb941c5,2025-05-29 15:41:08.034402,13,971
a1eec7b5-ed32-5b74-aa4d-2ef2f4b98496,2025-06-10 06:33:30.034402,4,896
c0634f04-830c-5a8b-b85f-c1941299fd1b,2025-06-23 23:23:30.034402,1,99
fcacfa70-bb9f-5b35-a2ad-e12e3c488edc,2025-05-24 16:17:47.034402,15,3885
e9fd75b4-8278-5c7b-aff2-f6d13525872a,2025-06-15 08:02:23.034402,3,60
1b9abe08-231d-59d1-a1f8-2fd17a0a943b,2025-05-16 04:23:23.034402,8,2234
c0e7dbe9-d9c8-55bf-9f26-5e971176a0a8,2025-05-24 10:57:20.034402,5,245
dee4d7a5-78ee-5be5-9f14-5f1774e5d349,2025-05-19 12:45:43.034402,10,2595
ecd1657b-cc60-5022-89a0-5432ed6b48e8,2025-05-19 15:33:54.034402,3,218
18c4cd7c-2d2b-56de-8d3d-c95a4761e367,2025-05-26 12:39:33.034402,2,798
54c92682-e273-5a9e-b0a2-99bba01eea1f,2025-05-18 13:15:30.034402,4,1196
0d2b1832-f543-5986-aa53-d4340b290f11,2025-06-17 19:08:29.034402,12,2772
5e637981-8f6b-5d92-939b-36d9d52e9fd0,2025-05-14 11:51:46.034402,8,3092
ccf89869-2d9c-5bbf-af58-c90d25755e8a,2025-05-19 20:27:00.034402,5,695
a68ffaa3-e5f8-53bb-8a69-a6c1d6bbe6e1,2025-05-22 00:48:01.034402,15,4535
eda5f289-30bf-59cc-a6a8-5ed2be8396cb,2025-05-28 03:19:06.034402,4,1196
89bf007c-2e6e-51d9-9f12-a743b717876b,2025-05-13 10:40:42.034402,4,1196
344f2e79-6c87-55e2-8d02-dafec3658057,2025-05-09 22:51:23.034402,8,476
0953bd70-d0ee-5883-a458-5f61e2438ddd,2025-05-10 16:57:48.034402,13,787
4c2c74bf-1282-58a0-9898-9f934310a391,2025-06-20 01:25:13.034402,13,1892
7c83fbcc-84a7-5254-85a0-e1cfe6883b76,2025-05-27 23:15:38.034402,17,1583
fb7021b9-c621-51b7-b8f0-cebb47998481,2025-06-03 21:49:12.034402,10,2740
60d8ff42-d5fe-5a03-83ee-353d085dc0e5,2025-06-18 22:12:56.034402,12,938
fcbbac10-5542-5b18-94b3-3beb30379130,2025-05-12 13:04:05.034402,11,2039
e45a7470-f84d-5df2-8bc0-de6a1fd3f09f,2025-06-06 20:23:38.034402,8,1342
e46fbc43-1b8a-5b64-9ae8-f6dd8db9ba8b,2025-06-22 04:37:12.034402,21,2763
0d2510de-ca08-53da-b4c5-c15f03bbfa20,2025-05-09 19:18:34.034402,7,448
57cb5fba-79bd-57bb-8b9a-f6532d01cdfc,2025-05-14 22:46:40.034402,6,2194
6f17e227-2a9d-566d-88f3-7cc5dd273d8b,2025-05-22 20:51:25.034402,15,3077
6209e515-2cb3-5721-b399-a8ca106c1f1b,2025-06-11 19:52:16.034402,9,1441
583fb2f8-27ba-5e0f-b65e-5e11bceae8ce,2025-05-23 07:18:31.034402,3,897
86c1935c-5154-5887-820c-b843d30db654,2025-05-31 00:49:12.034402,7,3493
41d8d007-854f-5a75-a79f-972bb1b964e5,2025-05-18 11:59:37.034402,16,1918
2e090f1c-7f06-5594-91b7-719d3f329da6,2025-05-31 13:36:54.034402,14,3286
38684eb6-c8ad-5b4e-9997-b5a51acf3a98,2025-06-16 00:19:14.034402,19,5315
df22be5d-5dbe-54d8-bf86-2453bc77b791,2025-06-10 05:42:10.034402,11,3094
9c824b45-d177-5d15-a2c6-dadac7662365,2025-06-03 04:04:11.034402,6,2194
5da9b081-00f7-56e3-9feb-b8f718ea2c7f,2025-05-31 00:04:31.034402,12,2693
340ddcac-ec6b-541d-877a-e6ff9210789d,2025-05-29 08:36:29.034402,11,220
b45422ad-f008-56d5-9215-07205782a940,2025-06-09 00:17:37.034402,5,245
0826639b-de5c-5989-a089-15921dafaaaa,2025-06-14 03:14:48.034402,6,2194
f0faf7d0-18da-5168-b163-23012b36b31b,2025-06-04 22:47:54.034402,9,1754
77b18404-2c29-5de4-b0af-17064f2409c9,2025-06-12 12:30:53.034402,4,396
9a9f0559-4866-5927-81ce-37ae04148bb0,2025-06-07 01:48:46.034402,9,691
b680bda4-1183-5ab4-9999-81a65596dbbc,2025-05-16 23:01:27.034402,17,5567
31a2656f-0118-5165-8f8d-4490daaaf277,2025-06-04 21:06:40.034402,20,5185
5b3a4bc2-d072-511e-b1b1-6aaf0f7b418a,2025-06-03 05:47:24.034402,5,129
f9db3eab-8b9c-5813-9864-3223d899db7c,2025-06-03 10:29:06.034402,4,1196
7e8b35f3-f969-5629-98ff-04a7b25902a7,2025-05-17 02:39:47.034402,5,100
fbdfd70a-a68b-59e2-930e-90c5af5c3059,2025-05-28 08:17:41.034402,6,1078
b84a3494-256b-56be-8e99-9368aa966c3d,2025-06-15 14:51:18.034402,7,1614
32590f7b-beaf-5540-893c-b086e3c25296,2025-05-11 07:27:35.034402,5,1095
ca8696c5-53d1-514d-9ad7-17edc232b68d,2025-06-06 21:33:13.034402,7,343
a845f783-c45f-5a16-a3ca-83c47bacac1d,2025-06-10 00:41:13.034402,10,2790
0c97b944-a07a-57ee-9d7e-ce9ef1b9a9f6,2025-06-13 08:13:32.034402,11,3889
b1768b39-0637-558b-907d-431bafdcbfe7,2025-05-20 00:38:10.034402,4,167
d2e79521-bfa3-54df-910d-39c5ccb0467a,2025-05-16 04:27:34.034402,13,3087
68647351-84d9-5187-909a-ad3a0a91ddd5,2025-05-26 21:27:47.034402,8,2792
e81bb96e-7104-5306-9a58-7b602720bb5e,2025-05-19 07:54:17.034402,9,2012
b8656573-0632-53ab-89c4-7a5602505fd3,2025-05-21 17:05:11.034402,8,718
60e93ab0-254e-51f1-adab-7ec03f7765c1,2025-05-19 14:49:06.034402,15,5006
e1cf5442-91e2-5c87-8d95-7713ea62cdc6,2025-05-12 21:52:58.034402,10,3590
f59d54b8-a11b-573a-aca1-0ff415f4417b,2025-05-17 18:02:28.034402,9,641
a9ee9540-2670-5b86-8c6d-1552601a940a,2025-05-31 11:39:35.034402,11,2615
6d288cef-5643-571c-8e3b-ec79ddff45b2,2025-06-03 12:18:26.034402,12,3509
0ef63ff6-acde-55a8-aec0-570eb6c3bbb4,2025-06-11 14:21:24.034402,8,2163
a71a8a39-1af3-5833-9d30-1296190f5c75,2025-06-15 19:13:35.034402,16,2584
59d20bd0-d20c-5491-bded-a419b4147501,2025-05-14 17:46:39.034402,7,793
53edfb75-443e-5e41-8079-c30d3c893f61,2025-05-14 17:41:18.034402,4,1796
11dc4f6b-7e45-5da5-a796-0951dae26015,2025-05-19 23:20:31.034402,9,1283
f705913a-5de1-5308-b09c-467500206db5,2025-05-27 14:14:23.034402,1,49
1db7a927-8ad3-57ba-9d5a-40ac38adb530,2025-06-01 00:28:26.034402,3,147
